Date,Close,High,Low,Open,Volume
,JPM,JPM,JPM,JPM,JPM
2021-02-02,117.66051483154297,118.34740247109691,115.5558178975672,116.18987009366235,12253600
2021-02-03,119.00788879394531,119.55387303467553,117.57246300806806,117.6957502055651,10600800
2021-02-04,121.74665069580078,122.10771089569106,119.29850935534647,119.29850935534647,12419500
2021-02-05,121.50885009765625,122.83860481528671,120.98048221920085,122.75053678356329,10051300
2021-02-08,123.41099548339844,123.55189894642048,121.68496165461308,121.70257794681427,10136400
2021-02-09,122.9178695678711,123.27011485337783,122.00201032587948,122.78576750783384,8614800
2021-02-10,122.98831939697266,124.05387010327792,122.44232174445555,123.28772922871991,10323200
2021-02-11,122.64486694335938,123.77206788511715,121.72020635154217,122.98831077034346,9201000
2021-02-12,124.38848114013672,124.70550718708293,122.40707170604604,122.45110571426216,8324600
2021-02-16,127.38265228271484,127.97268402202424,125.40124212212254,126.4139709332483,12130600
2021-02-17,127.77891540527344,128.0254897597075,126.03526519382521,126.76618682921713,10810100
2021-02-18,128.21041870117188,128.38654132716314,126.28184436892423,126.81022568419304,10587800
2021-02-19,130.35035705566406,131.0724639022145,128.44820031690844,128.44820031690844,11969800
2021-02-22,131.57443237304688,132.26132009222363,129.2671813886335,129.33763313384347,11488400
2021-02-23,132.63116455078125,134.1282269906219,131.732921711959,133.4237230667867,16234400
2021-02-24,134.9647979736328,135.40511117607005,132.1908301731953,132.1908301731953,15061400
2021-02-25,133.13311767578125,136.40904957327803,132.61355122726894,135.85426397456783,18127700
2021-02-26,129.60183715820312,132.86015344506924,129.02062027837192,132.358203185068,19829200
2021-03-01,132.53428649902344,133.3092421087192,130.75541723008263,131.67127630286743,14845500
2021-03-02,132.102783203125,133.66149595051368,131.9530783029219,132.16443351118815,14221700
2021-03-03,134.6566162109375,136.47950627985796,132.81610984762924,133.17715654015848,14324100
2021-03-04,132.58714294433594,135.9511431127571,130.8787251362725,134.39243021895854,20093900
2021-03-05,132.89537048339844,135.16738884444462,130.3063259920366,134.92961588738382,18465100
2021-03-08,134.6566162109375,136.90221672139225,132.75445953591966,134.26913835817882,17133300
2021-03-09,133.70553588867188,135.8366506099144,131.93548129189443,133.41492750341672,16238800
2021-03-10,136.6116485595703,137.518693146853,133.42377020142493,133.7760290064324,14342200
2021-03-11,135.8983154296875,137.5098504259719,135.05290790620518,135.713377914855,11771500
2021-03-12,137.50987243652344,138.81320980373172,136.55880729665637,138.13512339053676,12849500
2021-03-15,136.8229522705078,138.18792620521023,135.58127896116676,137.6859760242629,12101100
2021-03-16,135.1849822998047,136.1448754903237,134.02256219436296,135.69574733185925,12805600
2021-03-17,136.57640075683594,138.1527301795073,134.77992808182782,136.79655744647064,13952400
2021-03-18,138.8307647705078,142.38850341741934,138.35523236462657,138.78674419457553,21898500
2021-03-19,136.6204071044922,137.32491105605843,133.14193480042206,136.9462346392073,54418800
2021-03-22,132.94821166992188,135.59009172413673,132.63118552592422,134.55976011546855,19944800
2021-03-23,131.6184844970703,133.9609415203398,131.1781711069169,132.3846254960018,17076300
2021-03-24,132.63999938964844,134.89440176394933,131.9707278839335,132.09401509386254,13079800
2021-03-25,134.3395538330078,134.7094152915333,131.50393588035374,132.0939539287605,15608300
2021-03-26,136.57640075683594,136.89342692740183,134.3396147025584,135.88071153000138,16754400
2021-03-29,134.45407104492188,135.37873171882052,133.00984387026077,133.9609222687883,17570300
2021-03-30,136.03919982910156,137.2632703234083,135.51083190653023,136.02159697112316,13184300
2021-03-31,134.0577850341797,136.04800977200048,133.96091556961943,134.98244566183757,16736700
2021-04-01,135.36111450195312,135.4315528019606,133.4589579066724,133.76716914041373,16561500
2021-04-05,136.07864379882812,137.24792391986435,135.17512390505198,136.7695771370989,13508000
2021-04-06,135.12197875976562,136.66329904059302,134.51963209700318,135.34343212397667,13071600
2021-04-07,137.23904418945312,137.50479087520506,135.21939100403904,135.6180177908859,16903500
2021-04-08,137.40733337402344,137.75279996657073,134.91820055125493,136.41522695777195,12335500
2021-04-09,138.43492126464844,139.10813460312548,137.27450783812344,138.01858787272022,12122400
2021-04-12,138.14256286621094,139.2941227047361,137.8059630486259,137.81481631451828,12273400
2021-04-13,136.49496459960938,137.47821787766935,135.02451131594526,137.07960460633433,16113600
2021-04-14,133.94383239746094,136.26465887240974,133.69579224323164,134.1741389849991,19939600
2021-04-15,134.79421997070312,134.82079329070083,132.26965995584362,133.97927328574767,17694100
2021-04-16,135.79519653320312,136.8670231749179,135.25484982009772,136.30010314120403,13773400
2021-04-19,135.2194061279297,136.30896630973294,134.8385128650192,135.90148621047948,11900200
2021-04-20,132.225341796875,134.42215477565736,131.67612841485172,134.41330150946425,13716700
2021-04-21,133.35031127929688,133.41232469030226,130.02851182666313,130.91432501403213,12236700
2021-04-22,130.54229736328125,133.1377372746913,130.44485736285756,133.07572385785903,15256100
2021-04-23,133.04031372070312,133.8729804606328,129.9399668903332,130.37400679606372,14041900
2021-04-26,133.36805725097656,135.05111074398204,133.20861733414867,133.56293727139234,10799100
2021-04-27,133.97927856445312,134.26274534418317,132.96945181543484,133.31491850545584,12821200
2021-04-28,134.8473358154297,135.4319757547434,134.11210925837207,135.02449574710272,8943700
2021-04-29,137.4693603515625,137.54908030007192,135.70658711915246,136.0077603800353,12976900
2021-04-30,136.24696350097656,136.84932367074694,135.53831004331042,136.50385696864527,11705100
2021-05-03,135.8483428955078,137.726262968997,135.6446095991145,137.16820972092486,11801100
2021-05-04,137.72625732421875,137.86799070565715,134.7676439479978,135.41428391570662,12977700
2021-05-05,139.53330993652344,140.2065231551377,136.9733101294216,138.1868699828571,10506700
2021-05-06,142.34132385253906,142.45648389265153,139.21440436900627,140.0204976169203,13542400
2021-05-07,142.8284912109375,143.05879772215926,139.09035931607787,139.26751921058948,14257800
2021-05-10,142.81077575683594,145.03416156475396,142.72218904851596,143.0588023204111,14014300
2021-05-11,140.43679809570312,143.84718381995899,139.99389156093923,142.68677086150717,15451700
2021-05-12,139.47129821777344,142.42105806183002,139.09925826218583,141.3846581463136,14381700
2021-05-13,143.058837890625,143.90035776316472,139.675024834672,140.1179314535284,15395000
2021-05-14,145.28224182128906,145.67200185564892,143.49290859654835,143.84722852790875,10584000
2021-05-17,145.8668975830078,146.02635103080075,144.41416408166526,144.71533740740253,9886800
2021-05-18,143.81179809570312,146.60210465075843,143.7143580897188,145.87573123952274,11098100
2021-05-19,142.71337890625,142.77537880766056,140.52541901068994,142.61593890422935,13278900
2021-05-20,142.4653778076172,143.37776457353948,141.30496435871254,142.4653778076172,10426000
